vehiculo,year,partida,coste_partida_eur,coste_total_eur,pct_partida
vehículo articulado de carga general en transporte internacional,2019,reparaciones,4552.73,187187.1,0.024321814911390793
vehículo articulado de carga general en transporte internacional,2019,seguros,6410.47,187187.1,0.03424632359815393
vehículo articulado de carga general en transporte internacional,2020,amortización del vehículo,20519.53,182195.12,0.11262392757830177
vehículo articulado de carga general en transporte internacional,2020,combustible,47437.26,182195.12,0.26036515138275934
vehículo articulado de carga general en transporte internacional,2020,consumo de disolución de urea,2154.09,182195.12,0.011822984062361276
vehículo articulado de carga general en transporte internacional,2020,costes fiscales,799.04,182195.12,0.004385627891680084
vehículo articulado de carga general en transporte internacional,2020,dietas,27533.16,182195.12,0.15111908595575996
vehículo articulado de carga general en transporte internacional,2020,financiación del vehículo,2895.83,182195.12,0.01589411395870537
vehículo articulado de carga general en transporte internacional,2020,mantenimiento,2349.79,182195.12,0.012897107233168484
vehículo articulado de carga general en transporte internacional,2020,nan,11119.89,182195.12,0.061032864107447
vehículo articulado de carga general en transporte internacional,2020,neumáticos,6828.15,182195.12,0.03747712891541771
vehículo articulado de carga general en transporte internacional,2020,peajes,15694.21,182195.12,0.08613957388101284
vehículo articulado de carga general en transporte internacional,2020,personal de conducción - salarios,33816.11,182195.12,0.18560381858745723
vehículo articulado de carga general en transporte internacional,2020,reparaciones,4625.59,182195.12,0.02538811138300521
vehículo articulado de carga general en transporte internacional,2020,seguros,6422.47,182195.12,0.03525050506292375
vehículo articulado de carga general en transporte internacional,2021,amortización del vehículo,20724.88,190532.31,0.10877357231432297
vehículo articulado de carga general en transporte internacional,2021,combustible,53300.67,190532.31,0.27974609660692196
vehículo articulado de carga general en transporte internacional,2021,consumo de disolución de urea,2201.49,190532.31,0.011554418250636859
vehículo articulado de carga general en transporte internacional,2021,costes fiscales,804.95,190532.31,0.004224742774598177
vehículo articulado de carga general en transporte internacional,2021,dietas,28048.9,190532.31,0.14721335189816365
vehículo articulado de carga general en transporte internacional,2021,financiación del vehículo,2997.41,190532.31,0.01573176748867423
vehículo articulado de carga general en transporte internacional,2021,mantenimiento,2401.43,190532.31,0.012603794075660972
vehículo articulado de carga general en transporte internacional,2021,nan,11628.73,190532.31,0.0610328505438264
vehículo articulado de carga general en transporte internacional,2021,neumáticos,6959.91,190532.31,0.03652876512125424
vehículo articulado de carga general en transporte internacional,2021,peajes,15810.46,190532.31,0.08298046667255543
vehículo articulado de carga general en transporte internacional,2021,personal de conducción - salarios,34448.37,190532.31,0.18080067364952435
vehículo articulado de carga general en transporte internacional,2021,reparaciones,4727.36,190532.31,0.024811329899899915
vehículo articulado de carga general en transporte internacional,2021,seguros,6477.75,190532.31,0.03399817070396092
vehículo articulado de carga general en transporte internacional,2022,amortización del vehículo,21386.92,218042.45,0.09808603783345857
vehículo articulado de carga general en transporte internacional,2022,combustible,74861.66,218042.45,0.34333525421311306
vehículo articulado de carga general en transporte internacional,2022,consumo de disolución de urea,2286.08,218042.45,0.010484563900286388
vehículo articulado de carga general en transporte internacional,2022,costes fiscales,852.4,218042.45,0.00390933049963436
vehículo articulado de carga general en transporte internacional,2022,dietas,28452.19,218042.45,0.13048922354339715
vehículo articulado de carga general en transporte internacional,2022,financiación del vehículo,3679.58,218042.45,0.016875521257443217
vehículo articulado de carga general en transporte internacional,2022,mantenimiento,2493.75,218042.45,0.011436993117624573
vehículo articulado de carga general en transporte internacional,2022,nan,13307.76,218042.45,0.0610328860274685
vehículo articulado de carga general en transporte internacional,2022,neumáticos,7586.88,218042.45,0.03479542630345605
vehículo articulado de carga general en transporte internacional,2022,peajes,16742.32,218042.45,0.07678468114809753
vehículo articulado de carga general en transporte internacional,2022,personal de conducción - salarios,34943.94,218042.45,0.16026209575245554
vehículo articulado de carga general en transporte internacional,2022,reparaciones,4909.01,218042.45,0.022514010459889804
vehículo articulado de carga general en transporte internacional,2022,seguros,6539.96,218042.45,0.029993975943675186
vehículo articulado de carga general en transporte internacional,2023,amortización del vehículo,22132.59,220515.53,0.10036748885668052
vehículo articulado de carga general en transporte internacional,2023,combustible,68993.66,220515.53,0.3128743812283879
vehículo articulado de carga general en transporte internacional,2023,consumo de disolución de urea,2430.59,220515.53,0.011022307589855463
vehículo articulado de carga general en transporte internacional,2023,costes fiscales,906.1,220515.53,0.004109007651297848
vehículo articulado de carga general en transporte internacional,2023,dietas,29477.71,220515.53,0.13367634470007622
vehículo articulado de carga general en transporte internacional,2023,financiación del vehículo,6145.9,220515.53,0.0278705994085768
vehículo articulado de carga general en transporte internacional,2023,mantenimiento,2651.36,220515.53,0.012023461567536763
vehículo articulado de carga general en transporte internacional,2023,nan,13458.7,220515.53,0.06103288961099475
vehículo articulado de carga general en transporte internacional,2023,neumáticos,8347.14,220515.53,0.037852844196506245
vehículo articulado de carga general en transporte internacional,2023,peajes,17796.9,220515.53,0.08070588044297833
vehículo articulado de carga general en transporte internacional,2023,personal de conducción - salarios,36203.01,220515.53,0.16417442345217137
vehículo articulado de carga general en transporte internacional,2023,reparaciones,5219.36,220515.53,0.02366889987294772
vehículo articulado de carga general en transporte internacional,2023,seguros,6752.51,220515.53,0.0306214714219901
vehículo articulado de carga general en transporte internacional,2024,amortización del vehículo,22643.95,223091.22999999998,0.10150085236429958
vehículo articulado de carga general en transporte internacional,2024,combustible,65430.92,223091.22999999998,0.29329221054543475
vehículo articulado de carga general en transporte internacional,2024,consumo de disolución de urea,2534.99,223091.22999999998,0.011363019514482932
vehículo articulado de carga general en transporte internacional,2024,costes fiscales,933.85,223091.22999999998,0.004185955673829044
vehículo articulado de carga general en transporte internacional,2024,dietas,31046.14,223091.22999999998,0.13916342654975725
vehículo articulado de carga general en transporte internacional,2024,financiación del vehículo,6314.28,223091.22999999998,0.028303577868121488
vehículo articulado de carga general en transporte internacional,2024,mantenimiento,2765.29,223091.22999999998,0.012395332617960823
vehículo articulado de carga general en transporte internacional,2024,nan,13615.9,223091.22999999998,0.061032878791335725
vehículo articulado de carga general en transporte internacional,2024,neumáticos,8577.12,223091.22999999998,0.038446692861929185
vehículo articulado de carga general en transporte internacional,2024,peajes,18342.19,223091.22999999998,0.08221833731429067
vehículo articulado de carga general en transporte internacional,2024,personal de conducción - salarios,38129.74,223091.22999999998,0.17091545911508937
vehículo articulado de carga general en transporte internacional,2024,reparaciones,5443.54,223091.22999999998,0.024400510947920277
vehículo articulado de carga general en transporte internacional,2024,seguros,7313.32,223091.22999999998,0.032781745835548985
vehículo articulado portacontenedores,2017,amortización del vehículo,10813.53,108777.89,0.09940926414366008
vehículo articulado portacontenedores,2017,combustible,28946.62,108777.89,0.2661075702056732
vehículo articulado portacontenedores,2017,consumo de disolución de urea,1365.59,108777.89,0.012553929847324672
vehículo articulado portacontenedores,2017,costes fiscales,747.9,108777.89,0.006875478095778471
vehículo articulado portacontenedores,2017,dietas,11905.18,108777.89,0.10944485133881528
vehículo articulado portacontenedores,2017,financiación del vehículo,1911.05,108777.89,0.01756836798360402
vehículo articulado portacontenedores,2017,mantenimiento,1782.88,108777.89,0.016390095450463327
vehículo articulado portacontenedores,2017,nan,6639.03,108777.89,0.06103289924082918
vehículo articulado portacontenedores,2017,neumáticos,5246.34,108777.89,0.04822983788341546
vehículo articulado portacontenedores,2017,peajes,1573.75,108777.89,0.014467554022237424
vehículo articulado portacontenedores,2017,personal de conducción - salarios,29034.38,108777.89,0.26691435180439704
vehículo articulado portacontenedores,2017,reparaciones,2932.4,108777.89,0.026957684139672134
vehículo articulado portacontenedores,2017,seguros,5879.24,108777.89,0.05404811584412972
vehículo articulado portacontenedores,2018,amortización del vehículo,10935.95,113106.28,0.0966873811073974
vehículo articulado portacontenedores,2018,combustible,32004.9,113106.28,0.2829630680100168
vehículo articulado portacontenedores,2018,consumo de disolución de urea,1390.83,113106.28,0.01229666469448027
vehículo articulado portacontenedores,2018,costes fiscales,761.18,113106.28,0.006729776631324096
vehículo articulado portacontenedores,2018,dietas,12134.15,113106.28,0.10728095734383626
vehículo articulado portacontenedores,2018,financiación del vehículo,1738.02,113106.28,0.015366255525334226
vehículo articulado portacontenedores,2018,mantenimiento,1815.85,113106.28,0.016054369394873563
vehículo articulado portacontenedores,2018,nan,6903.2,113106.28,0.06103286218943811
vehículo articulado portacontenedores,2018,neumáticos,5266.03,113106.28,0.04655824592586724
vehículo articulado portacontenedores,2018,peajes,1601.72,113106.28,0.014161194232539519
vehículo articulado portacontenedores,2018,personal de conducción - salarios,29592.97,113106.28,0.26163861104794534
vehículo articulado portacontenedores,2018,reparaciones,2986.63,113106.28,0.026405518774023865
vehículo articulado portacontenedores,2018,seguros,5974.85,113106.28,0.05282509512292333
vehículo articulado portacontenedores,2019,amortización del vehículo,11037.58,113752.3,0.09703170836985274
vehículo articulado portacontenedores,2019,combustible,31529.94,113752.3,0.27718068118183103
vehículo articulado portacontenedores,2019,consumo de disolución de urea,1413.42,113752.3,0.012425419090427183
vehículo articulado portacontenedores,2019,costes fiscales,774.43,113752.3,0.006808038167140356
vehículo articulado portacontenedores,2019,dietas,12321.65,113752.3,0.10832000759545081
vehículo articulado portacontenedores,2019,financiación del vehículo,1825.0,113752.3,0.016043631645250248
vehículo articulado portacontenedores,2019,mantenimiento,1845.35,113752.3,0.016222529126883586
vehículo articulado portacontenedores,2019,nan,6942.63,113752.3,0.06103287581877465
vehículo articulado portacontenedores,2019,neumáticos,5238.5,113752.3,0.04605181609514709
vehículo articulado portacontenedores,2019,peajes,1629.59,113752.3,0.014325776270018275
vehículo articulado portacontenedores,2019,personal de conducción - salarios,30051.09,113752.3,0.26418006493055524
vehículo articulado portacontenedores,2019,reparaciones,3035.15,113752.3,0.0266820978564829
vehículo articulado portacontenedores,2019,seguros,6107.97,113752.3,0.053695353852185844
vehículo articulado portacontenedores,2020,amortización del vehículo,11132.71,110831.56,0.1004471109131731
vehículo articulado portacontenedores,2020,combustible,28033.56,110831.56,0.25293842295461694
vehículo articulado portacontenedores,2020,consumo de disolución de urea,1436.06,110831.56,0.01295713964506139
vehículo articulado portacontenedores,2020,costes fiscales,773.46,110831.56,0.006978698125335419
vehículo articulado portacontenedores,2020,dietas,12492.28,110831.56,0.11271410417754654
vehículo articulado portacontenedores,2020,financiación del vehículo,1717.77,110831.56,0.015498924674524116
vehículo articulado portacontenedores,2020,mantenimiento,1874.9,110831.56,0.016916661644029916
vehículo articulado portacontenedores,2020,nan,6764.37,110831.56,0.0610328863006169
vehículo articulado portacontenedores,2020,neumáticos,5310.79,110831.56,0.04791766893834211
vehículo articulado portacontenedores,2020,peajes,1627.55,110831.56,0.014684896612481138
vehículo articulado portacontenedores,2020,personal de conducción - salarios,30464.97,110831.56,0.2748763077953608
vehículo articulado portacontenedores,2020,reparaciones,3083.73,110831.56,0.02782357299671682
vehículo articulado portacontenedores,2020,seguros,6119.41,110831.56,0.05521360522219483
vehículo articulado portacontenedores,2021,amortización del vehículo,11242.21,116452.18,0.09653928333501356
vehículo articulado portacontenedores,2021,combustible,32024.57,116452.18,0.27500189348108384
vehículo articulado portacontenedores,2021,consumo de disolución de urea,1467.66,116452.18,0.012603113140518282
vehículo articulado portacontenedores,2021,costes fiscales,779.18,116452.18,0.00669098680677339
vehículo articulado portacontenedores,2021,dietas,12725.85,116452.18,0.1092796201840103
vehículo articulado portacontenedores,2021,financiación del vehículo,1778.02,116452.18,0.015268241436098492
vehículo articulado portacontenedores,2021,mantenimiento,1916.18,116452.18,0.01645465117097851
vehículo articulado portacontenedores,2021,nan,7107.41,116452.18,0.06103286344660959
vehículo articulado portacontenedores,2021,neumáticos,5413.26,116452.18,0.04648483179962797
vehículo articulado portacontenedores,2021,peajes,1639.61,116452.18,0.014079684897268562
vehículo articulado portacontenedores,2021,personal de conducción - salarios,31034.57,116452.18,0.26650054983942767
vehículo articulado portacontenedores,2021,reparaciones,3151.58,116452.18,0.027063297569869454
vehículo articulado portacontenedores,2021,seguros,6172.08,116452.18,0.05300098289272043
vehículo articulado portacontenedores,2022,amortización del vehículo,11589.08,135898.64,0.08527738025928736
vehículo articulado portacontenedores,2022,combustible,47963.31,135898.64,0.3529344370186486
vehículo articulado portacontenedores,2022,consumo de disolución de urea,1524.05,135898.64,0.011214608181509393
vehículo articulado portacontenedores,2022,costes fiscales,825.12,135898.64,0.00607158393932419
vehículo articulado portacontenedores,2022,dietas,12908.13,135898.64,0.09498351124043623
vehículo articulado portacontenedores,2022,financiación del vehículo,2182.67,135898.64,0.016061014297126152
vehículo articulado portacontenedores,2022,mantenimiento,1989.78,135898.64,0.01464164762796743
vehículo articulado portacontenedores,2022,nan,8294.28,135898.64,0.061032840358078634
vehículo articulado portacontenedores,2022,neumáticos,5900.91,135898.64,0.04342140583599659
vehículo articulado portacontenedores,2022,peajes,1736.25,135898.64,0.012776066044516705
vehículo articulado portacontenedores,2022,personal de conducción - salarios,31481.03,135898.64,0.23165080975056113
vehículo articulado portacontenedores,2022,reparaciones,3272.68,135898.64,0.024081771532077138
vehículo articulado portacontenedores,2022,seguros,6231.35,135898.64,0.04585292391447037
vehículo articulado portacontenedores,2023,amortización del vehículo,11978.14,134778.88,0.08887252958327001
vehículo articulado portacontenedores,2023,combustible,42076.22,134778.88,0.312187042955098
vehículo articulado portacontenedores,2023,consumo de disolución de urea,1620.39,134778.88,0.012022580985982374
vehículo articulado portacontenedores,2023,costes fiscales,877.1,134778.88,0.006507696161297675
vehículo articulado portacontenedores,2023,dietas,13373.23,134778.88,0.09922348367934204
vehículo articulado portacontenedores,2023,financiación del vehículo,3645.67,134778.88,0.02704926765974016
vehículo articulado portacontenedores,2023,mantenimiento,2115.58,134778.88,0.01569667295053943
vehículo articulado portacontenedores,2023,nan,8225.94,134778.88,0.061032856186369853
vehículo articulado portacontenedores,2023,neumáticos,6492.22,134778.88,0.048169416454566176
vehículo articulado portacontenedores,2023,peajes,1845.61,134778.88,0.01369361431108494
vehículo articulado portacontenedores,2023,personal de conducción - salarios,32615.33,134778.88,0.2419914010266297
vehículo articulado portacontenedores,2023,reparaciones,3479.58,134778.88,0.025816952923187964
vehículo articulado portacontenedores,2023,seguros,6433.87,134778.88,0.04773648512289166
vehículo articulado portacontenedores,2024,amortización del vehículo,12253.76,135851.64,0.09019957359366437
vehículo articulado portacontenedores,2024,combustible,39154.01,135851.64,0.2882115372328225
vehículo articulado portacontenedores,2024,consumo de disolución de urea,1689.99,135851.64,0.012439967599949473
vehículo articulado portacontenedores,2024,costes fiscales,903.96,135851.64,0.006654023462653818
vehículo articulado portacontenedores,2024,dietas,14084.93,135851.64,0.10367876309774397
vehículo articulado portacontenedores,2024,financiación del vehículo,3745.54,135851.64,0.02757081180617326
vehículo articulado portacontenedores,2024,mantenimiento,2206.4,135851.64,0.016241246701180788
vehículo articulado portacontenedores,2024,nan,8291.42,135851.64,0.061032903246512143
vehículo articulado portacontenedores,2024,neumáticos,6671.1,135851.64,0.04910577450518816
vehículo articulado portacontenedores,2024,peajes,1902.16,135851.64,0.01400174484459665
vehículo articulado portacontenedores,2024,personal de conducción - salarios,34351.12,135851.64,0.2528576026023683
vehículo articulado portacontenedores,2024,reparaciones,3629.03,135851.64,0.026713185059819667
vehículo articulado portacontenedores,2024,seguros,6968.22,135851.64,0.05129286624732686
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,amortización del vehículo,19089.18,136534.27,0.13981237091610774
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,combustible,28533.1,136534.27,0.20898123233090124
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,consumo de disolución de urea,1346.09,136534.27,0.009858989981050179
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,costes fiscales,1343.67,136534.27,0.009841265493271398
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,dietas,14286.33,136534.27,0.10463548821845242
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,financiación del vehículo,3229.49,136534.27,0.023653328940785343
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,mantenimiento,4809.15,136534.27,0.03522302495922818
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,nan,8333.08,136534.27,0.061032882074222104
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,neumáticos,4496.86,136534.27,0.03293576037722983
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,peajes,7868.71,136534.27,0.05763175794619183
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,personal de conducción - salarios,31937.81,136534.27,0.23391790207689253
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,reparaciones,3694.83,136534.27,0.027061557512264137
vehículo cisterna articulado de mercancías peligrosas (gases glp),2017,seguros,7565.97,136534.27,0.055414439173403135
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,amortización del vehículo,19301.16,141123.41,0.1367679536655187
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,combustible,31547.69,141123.41,0.22354682330876216
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,consumo de disolución de urea,1370.97,141123.41,0.009714688725279527
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,costes fiscales,1367.54,141123.41,0.009690383757025144
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,dietas,14561.13,141123.41,0.1031801173171765
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,financiación del vehículo,2937.08,141123.41,0.02081213882232579
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,mantenimiento,4898.03,141123.41,0.03470742380729037
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,nan,8613.16,141123.41,0.06103282226527831
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,neumáticos,4513.74,141123.41,0.03198434618324486
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,peajes,8008.55,141123.41,0.05674855787569192
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,personal de conducción - salarios,32552.25,141123.41,0.2306651320287683
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,reparaciones,3763.1,141123.41,0.026665313713720492
vehículo cisterna articulado de mercancías peligrosas (gases glp),2018,seguros,7689.01,141123.41,0.054484298529917895
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,amortización del vehículo,19472.56,142245.01,0.13689450336430078
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,combustible,31079.51,142245.01,0.21849279633781177
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,consumo de disolución de urea,1393.24,142245.01,0.009794649386997829
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,costes fiscales,1391.36,142245.01,0.009781432754653395
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,dietas,14786.2,142245.01,0.10394881338895473
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,financiación del vehículo,3084.06,142245.01,0.021681322951153083
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,mantenimiento,4977.63,142245.01,0.03499335407266659
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,nan,8681.62,142245.01,0.06103286153939601
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,neumáticos,4490.14,142245.01,0.031566239125013947
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,peajes,8147.94,142245.01,0.05728102518323841
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,personal de conducción - salarios,33056.2,142245.01,0.23238917133191522
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,reparaciones,3824.23,142245.01,0.026884809526886037
vehículo cisterna articulado de mercancías peligrosas (gases glp),2019,seguros,7860.32,142245.01,0.05525902103701212
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,amortización del vehículo,19643.23,139508.8,0.1408028024038627
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,combustible,27633.08,139508.8,0.19807409998509057
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,consumo de disolución de urea,1415.55,139508.8,0.010146671751172686
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,costes fiscales,1389.6,139508.8,0.00996066197974608
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,dietas,14990.73,139508.8,0.10745365166928539
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,financiación del vehículo,2902.86,139508.8,0.020807719656394438
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,mantenimiento,5057.3,139508.8,0.036250759808700246
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,nan,8514.62,139508.8,0.06103285240787679
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,neumáticos,4552.1,139508.8,0.03262948287133142
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,peajes,8137.74,139508.8,0.05833137407819435
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,personal de conducción - salarios,33511.47,139508.8,0.24021043833794
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,reparaciones,3885.48,139508.8,0.02785114630761644
vehículo cisterna articulado de mercancías peligrosas (gases glp),2020,seguros,7875.04,139508.8,0.05644833874278899
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,amortización del vehículo,19841.66,145467.65,0.13639912379144092
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,combustible,31567.07,145467.65,0.21700405554087113
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,consumo de disolución de urea,1446.7,145467.65,0.009945166502655402
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,costes fiscales,1399.89,145467.65,0.00962337674390148
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,dietas,15270.98,145467.65,0.1049785295905997
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,financiación del vehículo,3004.68,145467.65,0.02065531408529663
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,mantenimiento,5168.58,145467.65,0.03553078639821294
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,nan,8878.31,145467.65,0.06103288256873607
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,neumáticos,4639.94,145467.65,0.03189671380544059
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,peajes,8198.01,145467.65,0.05635624140487593
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,personal de conducción - salarios,34138.02,145467.65,0.23467774450195628
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,reparaciones,3970.98,145467.65,0.02729802811827922
vehículo cisterna articulado de mercancías peligrosas (gases glp),2021,seguros,7942.83,145467.65,0.05460203694773374
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,amortización del vehículo,20487.27,165934.07,0.12346632611373903
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,combustible,47278.12,165934.07,0.2849211135482906
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,consumo de disolución de urea,1502.29,165934.07,0.009053535539747803
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,costes fiscales,1482.42,165934.07,0.008933789185066094
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,dietas,15489.9,165934.07,0.09334972618944379
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,financiación del vehículo,3688.5,165934.07,0.02222870806459457
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,mantenimiento,5367.2,165934.07,0.03234537669087487
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,nan,10127.43,165934.07,0.06103285479588369
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,neumáticos,5057.92,165934.07,0.030481503888863812
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,peajes,8681.2,165934.07,0.05231716428097015
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,personal de conducción - salarios,34629.13,165934.07,0.20869210283337228
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,reparaciones,4123.58,165934.07,0.024850713298360003
vehículo cisterna articulado de mercancías peligrosas (gases glp),2022,seguros,8019.11,165934.07,0.048327085570793266
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,amortización del vehículo,21216.0,167325.52,0.12679476507827378
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,combustible,41475.13,167325.52,0.24787091652247667
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,consumo de disolución de urea,1597.25,167325.52,0.00954576444764672
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,costes fiscales,1575.8,167325.52,0.009417571210894787
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,dietas,16048.05,167325.52,0.09590915958306898
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,financiación del vehículo,6160.82,167325.52,0.03681936861753067
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,mantenimiento,5706.5,167325.52,0.0341041820757527
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,nan,10212.36,167325.52,0.06103288966321456
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,neumáticos,5564.76,167325.52,0.03325709072949542
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,peajes,9228.03,167325.52,0.055150164780602515
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,personal de conducción - salarios,35876.86,167325.52,0.2144135574776639
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,reparaciones,4384.23,167325.52,0.026201801135893675
vehículo cisterna articulado de mercancías peligrosas (gases glp),2023,seguros,8279.73,167325.52,0.04948276867748566
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,amortización del vehículo,21707.26,169686.53999999998,0.1279256445443463
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,combustible,38594.67,169686.53999999998,0.22744685583193577
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,consumo de disolución de urea,1665.85,169686.53999999998,0.009817219444747945
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,costes fiscales,1624.06,169686.53999999998,0.0095709418083485
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,dietas,16902.1,169686.53999999998,0.09960778267975763
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,financiación del vehículo,6329.59,169686.53999999998,0.03730166222966183
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,mantenimiento,5951.58,169686.53999999998,0.03507396638531259
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,nan,10356.46,169686.53999999998,0.061032890410753854
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,neumáticos,5718.08,169686.53999999998,0.03369789966841212
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,peajes,9510.77,169686.53999999998,0.056049053743449546
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,personal de conducción - salarios,37786.22,169686.53999999998,0.22268248265301424
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,reparaciones,4572.53,169686.53999999998,0.02694692224851777
vehículo cisterna articulado de mercancías peligrosas (gases glp),2024,seguros,8967.37,169686.53999999998,0.05284667835174199
vehículo cisterna articulado de mercancías peligrosas (químicos),2017,amortización del vehículo,20187.61,140220.87,0.143970080915915
vehículo cisterna articulado de mercancías peligrosas (químicos),2017,combustible,29959.75,140220.87,0.21366113332487527
vehículo cisterna articulado de mercancías peligrosas (químicos),2017,consumo de disolución de urea,1413.39,140220.87,0.010079740626341857
vehículo cisterna articulado de mercancías peligrosas (químicos),2017,costes fiscales,860.3,140220.87,0.006135320655192055
vehículo cisterna articulado de mercancías peligrosas (químicos),2017,dietas,14679.44,140220.87,0.10468798260915084
vehículo cisterna articulado de mercancías peligrosas (químicos),2017,financiación del vehículo,3493.15,140220.87,0.024911769553276914
vehículo cisterna articulado de mercancías peligrosas (químicos),2017,mantenimiento,5049.61,140220.87,0.0360118290522659
vehículo cisterna articulado de mercancías peligrosas (químicos),2017,nan,8558.08,140220.87,0.0610328548097013
vehículo cisterna articulado de mercancías peligrosas (químicos),2017,neumáticos,4721.7,140220.87,0.03367330412370141
